date,item_name,category,quantity_sold,unit_price,stock_left
2026-03-27,Gold Bar,Gold Jewelry,9,2826891.0,59
2026-03-28,Necklace,Gold Jewelry,4,3546948.0,24
2026-03-29,Ring,Gold Jewelry,3,4680398.0,87
2026-03-30,Ring,Gold Jewelry,0,3763611.0,87
2026-03-31,Bangle,Gold Jewelry,0,4409926.0,1
2026-04-01,Charm,Gold Jewelry,7,4200843.0,61
2026-04-02,Earring,Gold Jewelry,1,4713670.0,45
2026-04-03,Necklace,Gold Jewelry,5,2641172.0,19
2026-04-04,Earring,Gold Jewelry,12,3343518.0,33
2026-04-05,Necklace,Gold Jewelry,4,2767477.0,15
2026-04-06,Anklet,Gold Jewelry,14,4229014.0,20
2026-04-07,Ring,Gold Jewelry,11,3788641.0,76
2026-04-08,Charm,Gold Jewelry,0,4954408.0,61
2026-04-09,Bangle,Gold Jewelry,10,4741741.0,91
2026-04-10,Charm,Gold Jewelry,9,4080058.0,52
2026-04-11,Charm,Gold Jewelry,14,2823004.0,38
2026-04-12,Charm,Gold Jewelry,0,4676336.0,38
2026-04-13,Earring,Gold Jewelry,7,4876584.0,26
2026-04-14,Necklace,Gold Jewelry,1,4393173.0,14
2026-04-15,Brooch,Gold Jewelry,6,5024137.0,13
2026-04-16,Anklet,Gold Jewelry,8,2695115.0,12
2026-04-17,Bracelet,Gold Jewelry,8,2277791.0,14
2026-04-18,Charm,Gold Jewelry,0,2664276.0,38
2026-04-19,Gold Bar,Gold Jewelry,10,2631254.0,49
2026-04-20,Earring,Gold Jewelry,13,2540664.0,13
2026-04-21,Bangle,Gold Jewelry,11,4360327.0,80
2026-04-22,Bracelet,Gold Jewelry,9,2911647.0,5
2026-04-23,Brooch,Gold Jewelry,8,4597970.0,5
2026-04-24,Gold Bar,Gold Jewelry,1,4307671.0,48
2026-04-25,Brooch,Gold Jewelry,5,2948172.0,100
2026-04-26,Bracelet,Gold Jewelry,3,4218192.0,2
2026-04-27,Charm,Gold Jewelry,13,4967350.0,25
2026-04-28,Gold Bar,Gold Jewelry,3,2578369.0,45
2026-04-29,Brooch,Gold Jewelry,4,2554363.0,96
2026-04-30,Bangle,Gold Jewelry,11,4469039.0,69
2026-05-01,Necklace,Gold Jewelry,2,2538563.0,12
2026-05-02,Ring,Gold Jewelry,13,3626875.0,63
2026-05-03,Necklace,Gold Jewelry,0,4674365.0,12
2026-05-04,Bracelet,Gold Jewelry,7,4120336.0,95
2026-05-05,Earring,Gold Jewelry,4,2803463.0,9
2026-05-06,Ring,Gold Jewelry,2,3788586.0,61
2026-05-07,Anklet,Gold Jewelry,9,5148003.0,3
2026-05-08,Bangle,Gold Jewelry,13,5133757.0,56
2026-05-09,Anklet,Gold Jewelry,6,4715165.0,97
2026-05-10,Gold Bar,Gold Jewelry,6,5156984.0,39
2026-05-11,Ring,Gold Jewelry,0,4526169.0,61
2026-05-12,Anklet,Gold Jewelry,0,4415457.0,97
2026-05-13,Anklet,Gold Jewelry,8,2941424.0,89
2026-05-14,Brooch,Gold Jewelry,14,4819115.0,82
2026-05-15,Necklace,Gold Jewelry,1,3911155.0,11
2026-05-16,Brooch,Gold Jewelry,4,2728108.0,78
2026-05-17,Ring,Gold Jewelry,12,2845321.0,49
2026-05-18,Ring,Gold Jewelry,13,4535408.0,36
2026-05-19,Bracelet,Gold Jewelry,4,2727628.0,91
2026-05-20,Brooch,Gold Jewelry,13,3275920.0,65
2026-05-21,Pendant,Gold Jewelry,7,5239675.0,38
2026-05-22,Necklace,Gold Jewelry,13,3286668.0,98
2026-05-23,Ring,Gold Jewelry,7,5176278.0,29
2026-05-24,Bracelet,Gold Jewelry,13,3696181.0,78
2026-05-25,Brooch,Gold Jewelry,6,3664523.0,59
2026-05-26,Necklace,Gold Jewelry,6,4594340.0,92
2026-05-27,Brooch,Gold Jewelry,11,4728699.0,48
2026-05-28,Anklet,Gold Jewelry,10,3109823.0,79
2026-05-29,Bracelet,Gold Jewelry,5,4591153.0,73
2026-05-30,Necklace,Gold Jewelry,5,3625722.0,87
2026-05-31,Charm,Gold Jewelry,10,2555175.0,15
2026-06-01,Gold Bar,Gold Jewelry,0,2966175.0,39
2026-06-02,Gold Bar,Gold Jewelry,5,4125806.0,34
2026-06-03,Necklace,Gold Jewelry,11,2522625.0,76
2026-06-04,Brooch,Gold Jewelry,12,3102340.0,36
2026-06-05,Bracelet,Gold Jewelry,12,2460339.0,61
2026-06-06,Gold Bar,Gold Jewelry,1,3955314.0,33
2026-06-07,Bracelet,Gold Jewelry,1,3195339.0,60
2026-06-08,Gold Bar,Gold Jewelry,12,2386855.0,21
2026-06-09,Anklet,Gold Jewelry,4,2289798.0,75
2026-06-10,Brooch,Gold Jewelry,14,2878437.0,22
2026-06-11,Anklet,Gold Jewelry,3,3638607.0,72
2026-06-12,Gold Bar,Gold Jewelry,10,2282977.0,11
2026-06-13,Charm,Gold Jewelry,1,4578552.0,14
2026-06-14,Charm,Gold Jewelry,14,4751611.0,100
2026-06-15,Anklet,Gold Jewelry,14,4274606.0,58
2026-06-16,Charm,Gold Jewelry,2,3825257.0,98
2026-06-17,Gold Bar,Gold Jewelry,6,4228434.0,5
2026-06-18,Necklace,Gold Jewelry,7,2671605.0,69
2026-06-19,Anklet,Gold Jewelry,11,4244334.0,47
2026-06-20,Earring,Gold Jewelry,12,2541086.0,97
2026-06-21,Brooch,Gold Jewelry,5,4149297.0,17
2026-06-22,Charm,Gold Jewelry,10,4157255.0,88
2026-06-23,Charm,Gold Jewelry,0,3092759.0,88
2026-06-24,Ring,Gold Jewelry,12,2604471.0,17
2026-06-25,Pendant,Gold Jewelry,0,3949328.0,38
2026-06-26,Anklet,Gold Jewelry,7,2401684.0,40
2026-06-27,Bangle,Gold Jewelry,2,3406627.0,54
2026-06-28,Charm,Gold Jewelry,14,4519305.0,74
2026-06-29,Brooch,Gold Jewelry,5,2517300.0,12
2026-06-30,Earring,Gold Jewelry,2,2856510.0,95
2026-07-01,Charm,Gold Jewelry,6,2365036.0,68
2026-07-02,Earring,Gold Jewelry,12,,83
2026-07-03,Gold Bar,Gold Jewelry,13,4518747.0,92
2026-07-04,Gold Bar,Gold Jewelry,6,3127892.0,86
2026-07-05,Pendant,Gold Jewelry,11,4096573.0,27
2026-07-06,Necklace,Gold Jewelry,14,2557196.0,55
2026-07-07,Bangle,Gold Jewelry,8,3466456.0,46
2026-07-08,Ring,Gold Jewelry,4,2511919.0,13
2026-07-09,Pendant,Gold Jewelry,14,3267029.0,13
2026-07-10,Bracelet,Gold Jewelry,7,2432192.0,53
2026-07-11,Ring,Gold Jewelry,9,2541031.0,4
2026-07-12,Anklet,Gold Jewelry,9,4669598.0,31
2026-07-13,Brooch,Gold Jewelry,7,3936888.0,5
2026-07-14,Bracelet,Gold Jewelry,0,4865417.0,53
2026-07-15,Bracelet,Gold Jewelry,11,2922927.0,42
2026-07-16,Pendant,Gold Jewelry,4,4233756.0,9
2026-07-17,Necklace,Gold Jewelry,2,4105964.0,53
2026-07-18,Pendant,Gold Jewelry,0,3670009.0,9
2026-07-19,Anklet,Gold Jewelry,3,4780214.0,28
2026-07-20,Charm,Gold Jewelry,7,2766279.0,61
2026-07-21,Charm,Gold Jewelry,2,4878104.0,59
2026-07-22,Necklace,Gold Jewelry,9,2854008.0,44
2026-07-23,Anklet,Gold Jewelry,1,5213747.0,27
2026-07-24,Necklace,Gold Jewelry,10,4778633.0,34
2026-07-25,Earring,Gold Jewelry,0,2664270.0,83
2026-07-26,Charm,Gold Jewelry,9,4201994.0,50
2026-07-27,Bracelet,Gold Jewelry,4,3854146.0,38
2026-07-28,Bangle,Gold Jewelry,13,2769955.0,33
2026-07-29,Brooch,Gold Jewelry,6,4506484.0,99
2026-07-30,Anklet,Gold Jewelry,10,2834719.0,17
2026-07-31,Ring,Gold Jewelry,10,4474268.0,94
2026-08-01,Necklace,Gold Jewelry,1,2540171.0,33
2026-08-02,Brooch,Gold Jewelry,8,3913777.0,91
2026-08-03,Ring,Gold Jewelry,12,5161156.0,82
2026-08-04,Brooch,Gold Jewelry,8,2804265.0,83
2026-08-05,Bangle,Gold Jewelry,3,2918880.0,30
2026-08-06,Ring,Gold Jewelry,3,4617729.0,79
2026-08-07,Pendant,Gold Jewelry,5,5099324.0,4
2026-08-08,Gold Bar,Gold Jewelry,9,4792929.0,77
2026-08-09,Pendant,Gold Jewelry,9,2388056.0,95
2026-08-10,Charm,Gold Jewelry,9,4190883.0,41
2026-08-11,Gold Bar,Gold Jewelry,5,3499065.0,72
2026-08-12,Pendant,Gold Jewelry,11,4786356.0,84
2026-08-13,Gold Bar,Gold Jewelry,0,3850037.0,72
2026-08-14,Gold Bar,Gold Jewelry,13,4240049.0,59
2026-08-15,Bracelet,Gold Jewelry,13,2948255.0,25
2026-08-16,Necklace,Gold Jewelry,8,3752048.0,25
2026-08-17,Necklace,Gold Jewelry,1,3039588.0,24
2026-08-18,Bracelet,Gold Jewelry,4,2947443.0,21
2026-08-19,Brooch,Gold Jewelry,8,4893334.0,75
2026-08-20,Earring,Gold Jewelry,3,2357778.0,80
2026-08-21,Brooch,Gold Jewelry,10,3392909.0,65
2026-08-22,Ring,Gold Jewelry,2,3108057.0,77
2026-08-23,Ring,Gold Jewelry,14,4953028.0,63
2026-08-24,Gold Bar,Gold Jewelry,6,3813083.0,53
2026-08-25,Pendant,Gold Jewelry,5,4474013.0,79
2026-08-26,Pendant,Gold Jewelry,7,3699949.0,72
2026-08-27,Necklace,Gold Jewelry,2,3964629.0,22
2026-08-28,Anklet,Gold Jewelry,4,2824154.0,13
2026-08-29,Brooch,Gold Jewelry,9,5021658.0,56
2026-08-30,Charm,Gold Jewelry,3,3314930.0,38
2026-08-31,Bangle,Gold Jewelry,14,3971240.0,16
2026-09-01,Pendant,Gold Jewelry,12,3383525.0,60
2026-09-02,Bangle,Gold Jewelry,3,4090318.0,13
2026-09-03,Gold Bar,Gold Jewelry,3,5256720.0,50
2026-09-04,Bangle,Gold Jewelry,9,3465617.0,4
2026-09-05,Charm,Gold Jewelry,7,4388963.0,31
2026-09-06,Bracelet,Gold Jewelry,5,4075055.0,16
2026-09-07,Charm,Gold Jewelry,2,2368842.0,29
2026-09-08,Bangle,Gold Jewelry,9,4892671.0,95
2026-09-09,Charm,Gold Jewelry,4,3589506.0,25
2026-09-10,Earring,Gold Jewelry,5,2597634.0,75
2026-09-11,Gold Bar,Gold Jewelry,4,5077705.0,46
2026-09-12,Brooch,Gold Jewelry,5,2439856.0,51
2026-09-13,Bracelet,Gold Jewelry,7,4295313.0,9
2026-09-14,Pendant,Gold Jewelry,6,5176569.0,54
2026-09-15,Ring,Gold Jewelry,4,3048090.0,59
2026-09-16,Brooch,Gold Jewelry,9,3226065.0,42
2026-09-17,Ring,Gold Jewelry,5,3099738.0,54
2026-09-18,Gold Bar,Gold Jewelry,13,3364925.0,33
2026-09-19,Bracelet,Gold Jewelry,3,4422512.0,6
2026-09-20,Necklace,Gold Jewelry,11,4783868.0,11
2026-09-21,Pendant,Gold Jewelry,8,3091567.0,46
2026-09-22,Earring,Gold Jewelry,12,5030707.0,63
2026-09-23,Necklace,Gold Jewelry,3,4673597.0,8
2026-09-24,Gold Bar,Gold Jewelry,0,4065236.0,33
2026-09-25,Brooch,Gold Jewelry,6,3886234.0,36
2026-09-26,Earring,Gold Jewelry,6,4843831.0,57
2026-09-27,Charm,Gold Jewelry,3,4468482.0,22
2026-09-28,Bangle,Gold Jewelry,12,2369207.0,83
2026-09-29,Earring,Gold Jewelry,13,2598833.0,44
2026-09-30,Gold Bar,Gold Jewelry,2,3407463.0,31
2026-10-01,Anklet,Gold Jewelry,14,4228824.0,99
2026-10-02,Bangle,Gold Jewelry,0,4196645.0,83
2026-10-03,Ring,Gold Jewelry,18,4603785.0,36
2026-10-04,Pendant,Gold Jewelry,12,4039874.0,34
2026-10-05,Ring,Gold Jewelry,6,3155874.0,30
2026-10-06,Earring,Gold Jewelry,6,3210993.0,38
2026-10-07,Ring,Gold Jewelry,14,4815362.0,16
2026-10-08,Gold Bar,Gold Jewelry,26,3101299.0,5
2026-10-09,Charm,Gold Jewelry,14,4402610.0,8
2026-10-10,Brooch,Gold Jewelry,2,5208897.0,34
2026-10-11,Pendant,Gold Jewelry,26,3203459.0,8
2026-10-12,Ring,Gold Jewelry,2,4506033.0,14
2026-10-13,Ring,Gold Jewelry,0,4147744.0,14
2026-10-14,Earring,Gold Jewelry,28,5264360.0,10
2026-10-15,Brooch,Gold Jewelry,22,4617136.0,12
2026-10-16,Necklace,Gold Jewelry,0,3064596.0,8
2026-10-17,Ring,Gold Jewelry,4,2580091.0,10
2026-10-18,Gold Bar,Gold Jewelry,0,3179550.0,5
2026-10-19,Anklet,Gold Jewelry,28,4689216.0,71
2026-10-20,Pendant,Gold Jewelry,26,4896087.0,82
2026-10-21,Ring,Gold Jewelry,4,2930160.0,6
2026-10-22,Gold Bar,Gold Jewelry,10,2593737.0,95
2026-10-23,Gold Bar,Gold Jewelry,14,2605049.0,81
2026-10-24,Pendant,Gold Jewelry,24,2976547.0,58
2026-10-25,Necklace,Gold Jewelry,22,4845719.0,86
2026-10-26,Gold Bar,Gold Jewelry,26,4240411.0,55
2026-10-27,Anklet,Gold Jewelry,18,3751920.0,53
2026-10-28,Gold Bar,Gold Jewelry,10,4511941.0,45
2026-10-29,Gold Bar,Gold Jewelry,8,5070946.0,37
2026-10-30,Gold Bar,Gold Jewelry,0,4088367.0,37
2026-10-31,Charm,Gold Jewelry,6,3783466.0,2
2026-11-01,Charm,Gold Jewelry,4,3695736.0,98
2026-11-02,Necklace,Gold Jewelry,24,4423062.0,62
2026-11-03,Ring,Gold Jewelry,6,4692132.0,100
2026-11-04,Gold Bar,Gold Jewelry,26,4170907.0,11
2026-11-05,Brooch,Gold Jewelry,12,2469998.0,100
2026-11-06,Ring,Gold Jewelry,0,3475585.0,100
2026-11-07,Necklace,Gold Jewelry,12,3061358.0,50
2026-11-08,Bracelet,Gold Jewelry,0,4858311.0,6
2026-11-09,Ring,Gold Jewelry,2,5157407.0,98
2026-11-10,Ring,Gold Jewelry,28,2383816.0,70
2026-11-11,Bangle,Gold Jewelry,6,2343638.0,77
2026-11-12,Earring,Gold Jewelry,0,5227601.0,10
2026-11-13,Bangle,Gold Jewelry,20,3137383.0,57
2026-11-14,Anklet,Gold Jewelry,22,4794159.0,31
2026-11-15,Charm,Gold Jewelry,20,5235362.0,78
2026-11-16,Charm,Gold Jewelry,28,2563552.0,50
2026-11-17,Earring,Gold Jewelry,20,2386264.0,90
2026-11-18,Pendant,Gold Jewelry,16,4563182.0,42
2026-11-19,Pendant,Gold Jewelry,22,3262138.0,20
2026-11-20,Necklace,Gold Jewelry,10,4241951.0,40
2026-11-21,Earring,Gold Jewelry,24,4013031.0,66
2026-11-22,Ring,Gold Jewelry,0,2661462.0,70
2026-11-23,Pendant,Gold Jewelry,0,3235355.0,20
2026-11-24,Gold Bar,Gold Jewelry,10,3760718.0,1
2026-11-25,Brooch,Gold Jewelry,6,4503780.0,94
2026-11-26,Ring,Gold Jewelry,6,4663280.0,64
2026-11-27,Anklet,Gold Jewelry,28,3155801.0,3
2026-11-28,Gold Bar,Gold Jewelry,20,3630116.0,81
2026-11-29,Gold Bar,Gold Jewelry,28,4450691.0,53
2026-11-30,Earring,Gold Jewelry,10,2501353.0,56
2026-12-01,Necklace,Gold Jewelry,28,2462435.0,12
2026-12-02,Anklet,Gold Jewelry,26,3933306.0,77
2026-12-03,Pendant,Gold Jewelry,22,3688806.0,98
2026-12-04,Earring,Gold Jewelry,0,4501205.0,56
2026-12-05,Pendant,Gold Jewelry,12,3581637.0,86
2026-12-06,Earring,Gold Jewelry,16,4139040.0,40
2026-12-07,Earring,Gold Jewelry,18,2438846.0,22
2026-12-08,Earring,Gold Jewelry,8,2682231.0,14
2026-12-09,Necklace,Gold Jewelry,16,2759341.0,96
2026-12-10,Earring,Gold Jewelry,6,2912685.0,8
2026-12-11,Bracelet,Gold Jewelry,24,3723891.0,82
2026-12-12,Brooch,Gold Jewelry,18,2471214.0,76
2026-12-13,Pendant,Gold Jewelry,2,4937653.0,84
2026-12-14,Ring,Gold Jewelry,4,3209329.0,60
2026-12-15,Bangle,Gold Jewelry,24,4086585.0,33
2026-12-16,Anklet,Gold Jewelry,20,4383110.0,57
2026-12-17,Charm,Gold Jewelry,0,3804575.0,50
2026-12-18,Necklace,Gold Jewelry,26,2758826.0,70
2026-12-19,Ring,Gold Jewelry,26,2795042.0,34
2026-12-20,Gold Bar,Gold Jewelry,10,3684644.0,43
2026-12-21,Bracelet,Gold Jewelry,24,5094083.0,58
2026-12-22,Charm,Gold Jewelry,10,2732397.0,40
2026-12-23,Bangle,Gold Jewelry,0,4820093.0,33
2026-12-24,Ring,Gold Jewelry,20,5341672.0,14
2026-12-25,Charm,Gold Jewelry,24,4197522.0,16
2026-12-26,Ring,Gold Jewelry,4,4993543.0,10
2026-12-27,Bracelet,Gold Jewelry,8,3886814.0,50
2026-12-28,Bangle,Gold Jewelry,4,4425087.0,29
2026-12-29,Gold Bar,Gold Jewelry,18,2790174.0,25
2026-12-30,Earring,Gold Jewelry,4,3372109.0,4
2026-12-31,Pendant,Gold Jewelry,26,2446909.0,58
2027-01-01,Gold Bar,Gold Jewelry,9,3063876.0,16
2027-01-02,Earring,Gold Jewelry,2,4360641.0,2
2027-01-03,Necklace,Gold Jewelry,4,3422600.0,66
2027-01-04,Brooch,Gold Jewelry,12,4939082.0,64
2027-01-05,Anklet,Gold Jewelry,4,3650440.0,53
2027-01-06,Anklet,Gold Jewelry,3,3590951.0,50
2027-01-07,Pendant,Gold Jewelry,0,3304800.0,58
2027-01-08,Bangle,Gold Jewelry,4,4296216.0,25
2027-01-09,Bracelet,Gold Jewelry,9,4290672.0,41
2027-01-10,Bangle,Gold Jewelry,4,,21
2027-01-11,Bracelet,Gold Jewelry,0,3503754.0,41
2027-01-12,Bangle,Gold Jewelry,5,3417880.0,16
2027-01-13,Brooch,Gold Jewelry,9,3258553.0,55
2027-01-14,Necklace,Gold Jewelry,3,3936616.0,63
2027-01-15,Necklace,Gold Jewelry,13,5275609.0,50
2027-01-16,Earring,Gold Jewelry,6,3818750.0,96
2027-01-17,Charm,Gold Jewelry,6,3485186.0,10
2027-01-18,Necklace,Gold Jewelry,1,4017207.0,49
2027-01-19,Necklace,Gold Jewelry,2,5102677.0,47
2027-01-20,Gold Bar,Gold Jewelry,0,4128267.0,16
2027-01-21,Gold Bar,Gold Jewelry,7,,9
2027-01-22,Earring,Gold Jewelry,8,4650919.0,88
2027-01-23,Charm,Gold Jewelry,3,4284241.0,7
2027-01-24,Pendant,Gold Jewelry,5,4629141.0,53
2027-01-25,Gold Bar,Gold Jewelry,8,2721126.0,1
2027-01-26,Pendant,Gold Jewelry,5,4056497.0,48
2027-01-27,Ring,Gold Jewelry,13,4783514.0,97
2027-01-28,Gold Bar,Gold Jewelry,11,3291581.0,90
2027-01-29,Brooch,Gold Jewelry,11,4221360.0,44
2027-01-30,Charm,Gold Jewelry,11,3516911.0,96
2027-01-31,Earring,Gold Jewelry,8,4050357.0,80
2027-02-01,Ring,Gold Jewelry,14,5293011.0,83
2027-02-02,Charm,Gold Jewelry,3,4126030.0,93
2027-02-03,Brooch,Gold Jewelry,7,4580600.0,37
2027-02-04,Charm,Gold Jewelry,8,3897331.0,85
2027-02-05,Brooch,Gold Jewelry,3,2676351.0,34
2027-02-06,Brooch,Gold Jewelry,4,2680986.0,30
2027-02-07,Pendant,Gold Jewelry,13,4493913.0,35
2027-02-08,Bangle,Gold Jewelry,7,4849912.0,9
2027-02-09,Ring,Gold Jewelry,11,4407284.0,72
2027-02-10,Charm,Gold Jewelry,9,3238605.0,76
2027-02-11,Bracelet,Gold Jewelry,13,3728001.0,28
2027-02-12,Ring,Gold Jewelry,5,4758948.0,67
2027-02-13,Bangle,Gold Jewelry,11,3702323.0,98
2027-02-14,Ring,Gold Jewelry,6,3157692.0,61
2027-02-15,Necklace,Gold Jewelry,2,4060700.0,45
2027-02-16,Bracelet,Gold Jewelry,0,2816745.0,28
2027-02-17,Bangle,Gold Jewelry,11,3026287.0,87
2027-02-18,Pendant,Gold Jewelry,13,3062812.0,22
2027-02-19,Charm,Gold Jewelry,7,5322477.0,69
2027-02-20,Anklet,Gold Jewelry,9,5177948.0,41
2027-02-21,Bangle,Gold Jewelry,5,3748626.0,82
2027-02-22,Earring,Gold Jewelry,0,4813355.0,80
2027-02-23,Charm,Gold Jewelry,9,2736366.0,60
2027-02-24,Bangle,Gold Jewelry,8,3167107.0,74
2027-02-25,Necklace,Gold Jewelry,12,2929144.0,33
2027-02-26,Anklet,Gold Jewelry,5,3045416.0,36
2027-02-27,Necklace,Gold Jewelry,11,3409503.0,22
2027-02-28,Anklet,Gold Jewelry,8,3928263.0,28
2027-03-01,Earring,Gold Jewelry,12,5168237.0,68
2027-03-02,Charm,Gold Jewelry,3,4102542.0,57
2027-03-03,Pendant,Gold Jewelry,7,4288128.0,15
2027-03-04,Necklace,Gold Jewelry,10,3870620.0,12
2027-03-05,Necklace,Gold Jewelry,3,3571346.0,9
2027-03-06,Brooch,Gold Jewelry,1,4389569.0,29
2027-03-07,Anklet,Gold Jewelry,9,4246895.0,19
2027-03-08,Gold Bar,Gold Jewelry,10,4826759.0,80
2027-03-09,Charm,Gold Jewelry,8,3387836.0,49
2027-03-10,Anklet,Gold Jewelry,4,3166286.0,15
2027-03-11,Brooch,Gold Jewelry,3,3429433.0,26
2027-03-12,Ring,Gold Jewelry,1,5262943.0,60
2027-03-13,Anklet,Gold Jewelry,0,3366520.0,15
2027-03-14,Pendant,Gold Jewelry,10,4851979.0,5
2027-03-15,Charm,Gold Jewelry,6,4036425.0,43
2027-03-16,Brooch,Gold Jewelry,5,4434816.0,21
2027-03-17,Ring,Gold Jewelry,14,2464253.0,46
2027-03-18,Bracelet,Gold Jewelry,14,5371358.0,14
2027-03-19,Brooch,Gold Jewelry,1,3856379.0,20
2027-03-20,Bracelet,Gold Jewelry,7,3876608.0,7
2027-03-21,Charm,Gold Jewelry,10,3476484.0,33
2027-03-22,Necklace,Gold Jewelry,3,2529116.0,6
2027-03-23,Brooch,Gold Jewelry,7,3428280.0,13
2027-03-24,Earring,Gold Jewelry,14,3061496.0,54
2027-03-25,Bracelet,Gold Jewelry,6,4521065.0,1
2027-03-26,Pendant,Gold Jewelry,4,5142090.0,1
2027-03-27,Earring,Gold Jewelry,9,3278446.0,45
2027-03-28,Bangle,Gold Jewelry,9,3512934.0,65
2027-03-29,Bangle,Gold Jewelry,11,4571849.0,54
2027-03-30,Ring,Gold Jewelry,7,2902992.0,39
2027-03-31,Necklace,Gold Jewelry,13,4206225.0,93
2027-04-01,Charm,Gold Jewelry,8,4730644.0,25
2027-04-02,Brooch,Gold Jewelry,4,3196333.0,9
2027-04-03,Gold Bar,Gold Jewelry,9,4934222.0,71
2027-04-04,Pendant,Gold Jewelry,4,2487740.0,97
2027-04-05,Bracelet,Gold Jewelry,1,2647595.0,100
2027-04-06,Charm,Gold Jewelry,4,3983786.0,21
2027-04-07,Earring,Gold Jewelry,2,3740042.0,43
2027-04-08,Bangle,Gold Jewelry,6,4361561.0,48
2027-04-09,Pendant,Gold Jewelry,9,4800814.0,88
2027-04-10,Gold Bar,Gold Jewelry,4,3252857.0,67
2027-04-11,Brooch,Gold Jewelry,7,2605920.0,2
2027-04-12,Ring,Gold Jewelry,0,3313832.0,39
2027-04-13,Gold Bar,Gold Jewelry,2,3295854.0,65
2027-04-14,Pendant,Gold Jewelry,2,4745728.0,86
2027-04-15,Gold Bar,Gold Jewelry,8,3488775.0,57
2027-04-16,Pendant,Gold Jewelry,4,4952457.0,82
2027-04-17,Pendant,Gold Jewelry,11,2581187.0,71
2027-04-18,Anklet,Gold Jewelry,8,2873650.0,7
2027-04-19,Bracelet,Gold Jewelry,12,2928551.0,88
2027-04-20,Bangle,Gold Jewelry,8,3982018.0,40
2027-04-21,Anklet,Gold Jewelry,0,3474096.0,7
2027-04-22,Brooch,Gold Jewelry,1,4103178.0,1
2027-04-23,Anklet,Gold Jewelry,4,2588527.0,3
2027-04-24,Necklace,Gold Jewelry,3,5289296.0,90
2027-04-25,Necklace,Gold Jewelry,14,5166804.0,76
2027-04-26,Bangle,Gold Jewelry,9,4010319.0,31
2027-04-27,Gold Bar,Gold Jewelry,8,3646697.0,49
2027-04-28,Bracelet,Gold Jewelry,6,3411297.0,82
2027-04-29,Bangle,Gold Jewelry,0,3944373.0,31
2027-04-30,Pendant,Gold Jewelry,6,4771796.0,65
2027-05-01,Earring,Gold Jewelry,0,4587077.0,43
2027-05-02,Bracelet,Gold Jewelry,0,4892012.0,82
2027-05-03,Bracelet,Gold Jewelry,7,3020557.0,75
2027-05-04,Pendant,Gold Jewelry,12,3416621.0,53
2027-05-05,Pendant,Gold Jewelry,12,3826757.0,41
2027-05-06,Ring,Gold Jewelry,1,4152549.0,38
2027-05-07,Bangle,Gold Jewelry,11,2911442.0,20
2027-05-08,Pendant,Gold Jewelry,9,5356023.0,32
2027-05-09,Necklace,Gold Jewelry,10,3506921.0,66
2027-05-10,Brooch,Gold Jewelry,8,5306628.0,93
2027-05-11,Earring,Gold Jewelry,6,3850827.0,37
2027-05-12,Bangle,Gold Jewelry,5,4387374.0,15
2027-05-13,Charm,Gold Jewelry,0,3440869.0,21
2027-05-14,Necklace,Gold Jewelry,0,2925314.0,66
2027-05-15,Gold Bar,Gold Jewelry,1,4860462.0,48
2027-05-16,Pendant,Gold Jewelry,5,4184297.0,27
2027-05-17,Charm,Gold Jewelry,13,2530406.0,8
2027-05-18,Pendant,Gold Jewelry,0,4009817.0,27
2027-05-19,Bracelet,Gold Jewelry,1,5110375.0,74
2027-05-20,Necklace,Gold Jewelry,0,2819083.0,66
2027-05-21,Bracelet,Gold Jewelry,9,3456436.0,65
2027-05-22,Ring,Gold Jewelry,4,5327412.0,34
2027-05-23,Bracelet,Gold Jewelry,4,3438429.0,61
2027-05-24,Ring,Gold Jewelry,1,4045684.0,33
2027-05-25,Ring,Gold Jewelry,5,3586122.0,28
2027-05-26,Charm,Gold Jewelry,8,3041989.0,100
2027-05-27,Pendant,Gold Jewelry,1,5293913.0,26
2027-05-28,Gold Bar,Gold Jewelry,9,4766976.0,39
2027-05-29,Bracelet,Gold Jewelry,1,2923273.0,60
2027-05-30,Necklace,Gold Jewelry,2,4173485.0,64
2027-05-31,Ring,Gold Jewelry,12,4199989.0,16
2027-06-01,Pendant,Gold Jewelry,6,3359924.0,20
2027-06-02,Earring,Gold Jewelry,5,4844233.0,32
2027-06-03,Bangle,Gold Jewelry,11,5263736.0,4
2027-06-04,Charm,Gold Jewelry,7,3633855.0,93
2027-06-05,Gold Bar,Gold Jewelry,14,3130832.0,25
2027-06-06,Anklet,Gold Jewelry,7,3895591.0,96
2027-06-07,Charm,Gold Jewelry,5,3169948.0,88
2027-06-08,Earring,Gold Jewelry,11,4963284.0,21
2027-06-09,Bangle,Gold Jewelry,10,2514963.0,94
2027-06-10,Earring,Gold Jewelry,9,4635652.0,12
2027-06-11,Bracelet,Gold Jewelry,2,3701848.0,58
2027-06-12,Ring,Gold Jewelry,2,5104598.0,14
2027-06-13,Gold Bar,Gold Jewelry,14,3579683.0,11
2027-06-14,Brooch,Gold Jewelry,0,5313457.0,93
2027-06-15,Ring,Gold Jewelry,6,,8
2027-06-16,Brooch,Gold Jewelry,4,3295942.0,89
2027-06-17,Bangle,Gold Jewelry,3,2568576.0,91
2027-06-18,Pendant,Gold Jewelry,9,3556268.0,11
2027-06-19,Anklet,Gold Jewelry,14,3104629.0,82
2027-06-20,Necklace,Gold Jewelry,3,3167104.0,61
