date,item_name,category,quantity_sold,unit_price,stock_left,revenue,month
2025-12-26,Ring,Gold Jewelry,0,4714894.0,64,0.0,12
2025-12-27,Bracelet,Gold Jewelry,0,2542916.0,83,0.0,12
2025-12-28,Charm,Gold Jewelry,2,2358548.0,69,4717096.0,12
2025-12-29,Pendant,Gold Jewelry,18,3179082.0,13,57223476.0,12
2025-12-30,Pendant,Gold Jewelry,22,3583722.0,91,78841884.0,12
2025-12-31,Gold Bar,Gold Jewelry,14,3606663.0,39,50493282.0,12
2026-01-01,Ring,Gold Jewelry,4,4651646.0,60,18606584.0,1
2026-01-02,Bangle,Gold Jewelry,11,2869268.0,40,31561948.0,1
2026-01-03,Gold Bar,Gold Jewelry,10,2985455.0,29,29854550.0,1
2026-01-04,Gold Bar,Gold Jewelry,6,3295009.0,23,19770054.0,1
2026-01-05,Anklet,Gold Jewelry,1,4197648.0,61,4197648.0,1
2026-01-06,Bracelet,Gold Jewelry,0,4826431.0,83,0.0,1
2026-01-07,Pendant,Gold Jewelry,10,2458419.0,81,24584190.0,1
2026-01-08,Bracelet,Gold Jewelry,5,3705593.0,78,18527965.0,1
2026-01-09,Necklace,Gold Jewelry,7,4630791.0,60,32415537.0,1
2026-01-10,Anklet,Gold Jewelry,0,3165754.0,61,0.0,1
2026-01-11,Bangle,Gold Jewelry,14,2335245.0,26,32693430.0,1
2026-01-12,Bracelet,Gold Jewelry,0,3918992.0,78,0.0,1
2026-01-13,Earring,Gold Jewelry,11,2326186.0,82,25588046.0,1
2026-01-14,Charm,Gold Jewelry,6,4256636.0,63,25539816.0,1
2026-01-15,Necklace,Gold Jewelry,7,3245491.0,53,22718437.0,1
2026-01-16,Ring,Gold Jewelry,12,4008902.0,48,48106824.0,1
2026-01-17,Bangle,Gold Jewelry,2,3676176.0,24,7352352.0,1
2026-01-18,Necklace,Gold Jewelry,4,4174044.0,49,16696176.0,1
2026-01-19,Charm,Gold Jewelry,11,3146730.0,52,34614030.0,1
2026-01-20,Anklet,Gold Jewelry,0,2241976.0,61,0.0,1
2026-01-21,Charm,Gold Jewelry,6,4715120.0,46,28290720.0,1
2026-01-22,Gold Bar,Gold Jewelry,4,4556128.0,19,18224512.0,1
2026-01-23,Charm,Gold Jewelry,7,2405009.0,39,16835063.0,1
2026-01-24,Gold Bar,Gold Jewelry,12,4221320.0,7,50655840.0,1
2026-01-25,Anklet,Gold Jewelry,7,4006605.0,54,28046235.0,1
2026-01-26,Brooch,Gold Jewelry,8,3762399.0,21,30099192.0,1
2026-01-27,Gold Bar,Gold Jewelry,6,4512178.0,1,27073068.0,1
2026-01-28,Ring,Gold Jewelry,10,4143238.0,38,41432380.0,1
2026-01-29,Charm,Gold Jewelry,0,4291513.0,39,0.0,1
2026-01-30,Charm,Gold Jewelry,0,3592796.0,39,0.0,1
2026-01-31,Ring,Gold Jewelry,2,3192120.0,36,6384240.0,1
2026-02-01,Earring,Gold Jewelry,7,4333730.0,75,30336110.0,2
2026-02-02,Pendant,Gold Jewelry,2,2813241.0,79,5626482.0,2
2026-02-03,Brooch,Gold Jewelry,0,4004291.0,21,0.0,2
2026-02-04,Bangle,Gold Jewelry,0,2408359.0,24,0.0,2
2026-02-05,Gold Bar,Gold Jewelry,4,4408587.0,97,17634348.0,2
2026-02-06,Ring,Gold Jewelry,3,4004291.0,33,12012873.0,2
2026-02-07,Anklet,Gold Jewelry,4,3401114.0,50,13604456.0,2
2026-02-08,Gold Bar,Gold Jewelry,7,2246975.0,90,15728825.0,2
2026-02-09,Pendant,Gold Jewelry,9,4004291.0,70,36038619.0,2
2026-02-10,Anklet,Gold Jewelry,0,3404560.0,50,0.0,2
2026-02-11,Necklace,Gold Jewelry,13,3302577.0,36,42933501.0,2
2026-02-12,Charm,Gold Jewelry,3,3047581.0,36,9142743.0,2
2026-02-13,Necklace,Gold Jewelry,0,4493181.0,36,0.0,2
2026-02-14,Gold Bar,Gold Jewelry,3,2633233.0,87,7899699.0,2
2026-02-15,Pendant,Gold Jewelry,14,4970668.0,56,69589352.0,2
2026-02-16,Brooch,Gold Jewelry,2,3808470.0,19,7616940.0,2
2026-02-17,Gold Bar,Gold Jewelry,6,3737064.0,81,22422384.0,2
2026-02-18,Ring,Gold Jewelry,2,2424083.0,31,4848166.0,2
2026-02-19,Bracelet,Gold Jewelry,11,4668050.0,67,51348550.0,2
2026-02-20,Gold Bar,Gold Jewelry,2,4442938.0,79,8885876.0,2
2026-02-21,Charm,Gold Jewelry,10,2435189.0,26,24351890.0,2
2026-02-22,Charm,Gold Jewelry,9,4260311.0,17,38342799.0,2
2026-02-23,Gold Bar,Gold Jewelry,4,4285198.0,75,17140792.0,2
2026-02-24,Anklet,Gold Jewelry,4,3678419.0,46,14713676.0,2
2026-02-25,Bracelet,Gold Jewelry,13,4860324.0,54,63184212.0,2
2026-02-26,Ring,Gold Jewelry,5,4267001.0,26,21335005.0,2
2026-02-27,Gold Bar,Gold Jewelry,7,3015807.0,68,21110649.0,2
2026-02-28,Anklet,Gold Jewelry,9,3632358.0,37,32691222.0,2
2026-03-01,Charm,Gold Jewelry,5,3960982.0,12,19804910.0,3
2026-03-02,Charm,Gold Jewelry,14,4581810.0,98,64145340.0,3
2026-03-03,Pendant,Gold Jewelry,11,3658065.0,45,40238715.0,3
2026-03-04,Gold Bar,Gold Jewelry,0,2915995.0,68,0.0,3
2026-03-05,Bracelet,Gold Jewelry,14,3627562.0,40,50785868.0,3
2026-03-06,Earring,Gold Jewelry,7,4211461.0,68,29480227.0,3
2026-03-07,Bracelet,Gold Jewelry,7,3753814.0,33,26276698.0,3
2026-03-08,Charm,Gold Jewelry,8,2293577.0,90,18348616.0,3
2026-03-09,Charm,Gold Jewelry,8,3470352.0,82,27762816.0,3
2026-03-10,Necklace,Gold Jewelry,1,2531518.0,35,2531518.0,3
2026-03-11,Charm,Gold Jewelry,14,4383239.0,68,61365346.0,3
2026-03-12,Ring,Gold Jewelry,1,4064805.0,25,4064805.0,3
2026-03-13,Bangle,Gold Jewelry,2,4031205.0,22,8062410.0,3
2026-03-14,Gold Bar,Gold Jewelry,0,4004291.0,68,0.0,3
2026-03-15,Bracelet,Gold Jewelry,3,3860232.0,30,11580696.0,3
2026-03-16,Bangle,Gold Jewelry,13,4004291.0,9,52055783.0,3
2026-03-17,Anklet,Gold Jewelry,3,3609678.0,34,10829034.0,3
2026-03-18,Earring,Gold Jewelry,13,4612716.0,55,59965308.0,3
2026-03-19,Ring,Gold Jewelry,8,2472514.0,17,19780112.0,3
2026-03-20,Bracelet,Gold Jewelry,8,3150160.0,22,25201280.0,3
2026-03-21,Bangle,Gold Jewelry,8,4461332.0,1,35690656.0,3
2026-03-22,Earring,Gold Jewelry,9,4191380.0,46,37722420.0,3
2026-03-23,Necklace,Gold Jewelry,6,3007192.0,29,18043152.0,3
2026-03-24,Ring,Gold Jewelry,13,4293194.0,4,55811522.0,3
2026-03-25,Ring,Gold Jewelry,14,2659928.0,90,37238992.0,3
2026-03-26,Necklace,Gold Jewelry,1,3144614.0,28,3144614.0,3
2026-03-27,Gold Bar,Gold Jewelry,9,2826891.0,59,25442019.0,3
2026-03-28,Necklace,Gold Jewelry,4,3546948.0,24,14187792.0,3
2026-03-29,Ring,Gold Jewelry,3,4680398.0,87,14041194.0,3
2026-03-30,Ring,Gold Jewelry,0,3763611.0,87,0.0,3
2026-03-31,Bangle,Gold Jewelry,0,4409926.0,1,0.0,3
2026-04-01,Charm,Gold Jewelry,7,4200843.0,61,29405901.0,4
2026-04-02,Earring,Gold Jewelry,1,4713670.0,45,4713670.0,4
2026-04-03,Necklace,Gold Jewelry,5,2641172.0,19,13205860.0,4
2026-04-04,Earring,Gold Jewelry,12,3343518.0,33,40122216.0,4
2026-04-05,Necklace,Gold Jewelry,4,2767477.0,15,11069908.0,4
2026-04-06,Anklet,Gold Jewelry,14,4229014.0,20,59206196.0,4
2026-04-07,Ring,Gold Jewelry,11,3788641.0,76,41675051.0,4
2026-04-08,Charm,Gold Jewelry,0,4954408.0,61,0.0,4
2026-04-09,Bangle,Gold Jewelry,10,4741741.0,91,47417410.0,4
2026-04-10,Charm,Gold Jewelry,9,4080058.0,52,36720522.0,4
2026-04-11,Charm,Gold Jewelry,14,2823004.0,38,39522056.0,4
2026-04-12,Charm,Gold Jewelry,0,4676336.0,38,0.0,4
2026-04-13,Earring,Gold Jewelry,7,4876584.0,26,34136088.0,4
2026-04-14,Necklace,Gold Jewelry,1,4393173.0,14,4393173.0,4
2026-04-15,Brooch,Gold Jewelry,6,4004291.0,13,24025746.0,4
2026-04-16,Anklet,Gold Jewelry,8,2695115.0,12,21560920.0,4
2026-04-17,Bracelet,Gold Jewelry,8,2277791.0,14,18222328.0,4
2026-04-18,Charm,Gold Jewelry,0,2664276.0,38,0.0,4
2026-04-19,Gold Bar,Gold Jewelry,10,2631254.0,49,26312540.0,4
2026-04-20,Earring,Gold Jewelry,13,2540664.0,13,33028632.0,4
2026-04-21,Bangle,Gold Jewelry,11,4360327.0,80,47963597.0,4
2026-04-22,Bracelet,Gold Jewelry,9,2911647.0,5,26204823.0,4
2026-04-23,Brooch,Gold Jewelry,8,4597970.0,5,36783760.0,4
2026-04-24,Gold Bar,Gold Jewelry,1,4307671.0,48,4307671.0,4
2026-04-25,Brooch,Gold Jewelry,5,2948172.0,100,14740860.0,4
2026-04-26,Bracelet,Gold Jewelry,3,4218192.0,2,12654576.0,4
2026-04-27,Charm,Gold Jewelry,13,4967350.0,25,64575550.0,4
2026-04-28,Gold Bar,Gold Jewelry,3,2578369.0,45,7735107.0,4
2026-04-29,Brooch,Gold Jewelry,4,2554363.0,96,10217452.0,4
2026-04-30,Bangle,Gold Jewelry,11,4469039.0,69,49159429.0,4
2026-05-01,Necklace,Gold Jewelry,2,2538563.0,12,5077126.0,5
2026-05-02,Ring,Gold Jewelry,13,3626875.0,63,47149375.0,5
2026-05-03,Necklace,Gold Jewelry,0,4674365.0,12,0.0,5
2026-05-04,Bracelet,Gold Jewelry,7,4120336.0,95,28842352.0,5
2026-05-05,Earring,Gold Jewelry,4,2803463.0,9,11213852.0,5
2026-05-06,Ring,Gold Jewelry,2,3788586.0,61,7577172.0,5
2026-05-07,Anklet,Gold Jewelry,9,4004291.0,3,36038619.0,5
2026-05-08,Bangle,Gold Jewelry,13,4004291.0,56,52055783.0,5
2026-05-09,Anklet,Gold Jewelry,6,4715165.0,97,28290990.0,5
2026-05-10,Gold Bar,Gold Jewelry,6,4004291.0,39,24025746.0,5
2026-05-11,Ring,Gold Jewelry,0,4526169.0,61,0.0,5
2026-05-12,Anklet,Gold Jewelry,0,4415457.0,97,0.0,5
2026-05-13,Anklet,Gold Jewelry,8,2941424.0,89,23531392.0,5
2026-05-14,Brooch,Gold Jewelry,14,4819115.0,82,67467610.0,5
2026-05-15,Necklace,Gold Jewelry,1,3911155.0,11,3911155.0,5
2026-05-16,Brooch,Gold Jewelry,4,2728108.0,78,10912432.0,5
2026-05-17,Ring,Gold Jewelry,12,2845321.0,49,34143852.0,5
2026-05-18,Ring,Gold Jewelry,13,4535408.0,36,58960304.0,5
2026-05-19,Bracelet,Gold Jewelry,4,2727628.0,91,10910512.0,5
2026-05-20,Brooch,Gold Jewelry,13,3275920.0,65,42586960.0,5
2026-05-21,Pendant,Gold Jewelry,7,4004291.0,38,28030037.0,5
2026-05-22,Necklace,Gold Jewelry,13,3286668.0,98,42726684.0,5
2026-05-23,Ring,Gold Jewelry,7,4004291.0,29,28030037.0,5
2026-05-24,Bracelet,Gold Jewelry,13,3696181.0,78,48050353.0,5
2026-05-25,Brooch,Gold Jewelry,6,3664523.0,59,21987138.0,5
2026-05-26,Necklace,Gold Jewelry,6,4594340.0,92,27566040.0,5
2026-05-27,Brooch,Gold Jewelry,11,4728699.0,48,52015689.0,5
2026-05-28,Anklet,Gold Jewelry,10,3109823.0,79,31098230.0,5
2026-05-29,Bracelet,Gold Jewelry,5,4591153.0,73,22955765.0,5
2026-05-30,Necklace,Gold Jewelry,5,3625722.0,87,18128610.0,5
2026-05-31,Charm,Gold Jewelry,10,2555175.0,15,25551750.0,5
2026-06-01,Gold Bar,Gold Jewelry,0,2966175.0,39,0.0,6
2026-06-02,Gold Bar,Gold Jewelry,5,4125806.0,34,20629030.0,6
2026-06-03,Necklace,Gold Jewelry,11,2522625.0,76,27748875.0,6
2026-06-04,Brooch,Gold Jewelry,12,3102340.0,36,37228080.0,6
2026-06-05,Bracelet,Gold Jewelry,12,2460339.0,61,29524068.0,6
2026-06-06,Gold Bar,Gold Jewelry,1,3955314.0,33,3955314.0,6
2026-06-07,Bracelet,Gold Jewelry,1,3195339.0,60,3195339.0,6
2026-06-08,Gold Bar,Gold Jewelry,12,2386855.0,21,28642260.0,6
2026-06-09,Anklet,Gold Jewelry,4,2289798.0,75,9159192.0,6
2026-06-10,Brooch,Gold Jewelry,14,2878437.0,22,40298118.0,6
2026-06-11,Anklet,Gold Jewelry,3,3638607.0,72,10915821.0,6
2026-06-12,Gold Bar,Gold Jewelry,10,2282977.0,11,22829770.0,6
2026-06-13,Charm,Gold Jewelry,1,4578552.0,14,4578552.0,6
2026-06-14,Charm,Gold Jewelry,14,4751611.0,100,66522554.0,6
2026-06-15,Anklet,Gold Jewelry,14,4274606.0,58,59844484.0,6
2026-06-16,Charm,Gold Jewelry,2,3825257.0,98,7650514.0,6
2026-06-17,Gold Bar,Gold Jewelry,6,4228434.0,5,25370604.0,6
2026-06-18,Necklace,Gold Jewelry,7,2671605.0,69,18701235.0,6
2026-06-19,Anklet,Gold Jewelry,11,4244334.0,47,46687674.0,6
2026-06-20,Earring,Gold Jewelry,12,2541086.0,97,30493032.0,6
2026-06-21,Brooch,Gold Jewelry,5,4149297.0,17,20746485.0,6
2026-06-22,Charm,Gold Jewelry,10,4157255.0,88,41572550.0,6
2026-06-23,Charm,Gold Jewelry,0,3092759.0,88,0.0,6
2026-06-24,Ring,Gold Jewelry,12,2604471.0,17,31253652.0,6
2026-06-25,Pendant,Gold Jewelry,0,3949328.0,38,0.0,6
2026-06-26,Anklet,Gold Jewelry,7,2401684.0,40,16811788.0,6
2026-06-27,Bangle,Gold Jewelry,2,3406627.0,54,6813254.0,6
2026-06-28,Charm,Gold Jewelry,14,4519305.0,74,63270270.0,6
2026-06-29,Brooch,Gold Jewelry,5,2517300.0,12,12586500.0,6
2026-06-30,Earring,Gold Jewelry,2,2856510.0,95,5713020.0,6
2026-07-01,Charm,Gold Jewelry,6,2365036.0,68,14190216.0,7
2026-07-02,Earring,Gold Jewelry,12,4004291.0,83,48051492.0,7
2026-07-03,Gold Bar,Gold Jewelry,13,4518747.0,92,58743711.0,7
2026-07-04,Gold Bar,Gold Jewelry,6,3127892.0,86,18767352.0,7
2026-07-05,Pendant,Gold Jewelry,11,4096573.0,27,45062303.0,7
2026-07-06,Necklace,Gold Jewelry,14,2557196.0,55,35800744.0,7
2026-07-07,Bangle,Gold Jewelry,8,3466456.0,46,27731648.0,7
2026-07-08,Ring,Gold Jewelry,4,2511919.0,13,10047676.0,7
2026-07-09,Pendant,Gold Jewelry,14,3267029.0,13,45738406.0,7
2026-07-10,Bracelet,Gold Jewelry,7,2432192.0,53,17025344.0,7
2026-07-11,Ring,Gold Jewelry,9,2541031.0,4,22869279.0,7
2026-07-12,Anklet,Gold Jewelry,9,4669598.0,31,42026382.0,7
2026-07-13,Brooch,Gold Jewelry,7,3936888.0,5,27558216.0,7
2026-07-14,Bracelet,Gold Jewelry,0,4865417.0,53,0.0,7
2026-07-15,Bracelet,Gold Jewelry,11,2922927.0,42,32152197.0,7
2026-07-16,Pendant,Gold Jewelry,4,4233756.0,9,16935024.0,7
2026-07-17,Necklace,Gold Jewelry,2,4105964.0,53,8211928.0,7
2026-07-18,Pendant,Gold Jewelry,0,3670009.0,9,0.0,7
2026-07-19,Anklet,Gold Jewelry,3,4780214.0,28,14340642.0,7
2026-07-20,Charm,Gold Jewelry,7,2766279.0,61,19363953.0,7
2026-07-21,Charm,Gold Jewelry,2,4878104.0,59,9756208.0,7
2026-07-22,Necklace,Gold Jewelry,9,2854008.0,44,25686072.0,7
2026-07-23,Anklet,Gold Jewelry,1,4004291.0,27,4004291.0,7
2026-07-24,Necklace,Gold Jewelry,10,4778633.0,34,47786330.0,7
2026-07-25,Earring,Gold Jewelry,0,2664270.0,83,0.0,7
2026-07-26,Charm,Gold Jewelry,9,4201994.0,50,37817946.0,7
2026-07-27,Bracelet,Gold Jewelry,4,3854146.0,38,15416584.0,7
2026-07-28,Bangle,Gold Jewelry,13,2769955.0,33,36009415.0,7
2026-07-29,Brooch,Gold Jewelry,6,4506484.0,99,27038904.0,7
2026-07-30,Anklet,Gold Jewelry,10,2834719.0,17,28347190.0,7
2026-07-31,Ring,Gold Jewelry,10,4474268.0,94,44742680.0,7
2026-08-01,Necklace,Gold Jewelry,1,2540171.0,33,2540171.0,8
2026-08-02,Brooch,Gold Jewelry,8,3913777.0,91,31310216.0,8
2026-08-03,Ring,Gold Jewelry,12,4004291.0,82,48051492.0,8
2026-08-04,Brooch,Gold Jewelry,8,2804265.0,83,22434120.0,8
2026-08-05,Bangle,Gold Jewelry,3,2918880.0,30,8756640.0,8
2026-08-06,Ring,Gold Jewelry,3,4617729.0,79,13853187.0,8
2026-08-07,Pendant,Gold Jewelry,5,4004291.0,4,20021455.0,8
2026-08-08,Gold Bar,Gold Jewelry,9,4792929.0,77,43136361.0,8
2026-08-09,Pendant,Gold Jewelry,9,2388056.0,95,21492504.0,8
2026-08-10,Charm,Gold Jewelry,9,4190883.0,41,37717947.0,8
2026-08-11,Gold Bar,Gold Jewelry,5,3499065.0,72,17495325.0,8
2026-08-12,Pendant,Gold Jewelry,11,4786356.0,84,52649916.0,8
2026-08-13,Gold Bar,Gold Jewelry,0,3850037.0,72,0.0,8
2026-08-14,Gold Bar,Gold Jewelry,13,4240049.0,59,55120637.0,8
2026-08-15,Bracelet,Gold Jewelry,13,2948255.0,25,38327315.0,8
2026-08-16,Necklace,Gold Jewelry,8,3752048.0,25,30016384.0,8
2026-08-17,Necklace,Gold Jewelry,1,3039588.0,24,3039588.0,8
2026-08-18,Bracelet,Gold Jewelry,4,2947443.0,21,11789772.0,8
2026-08-19,Brooch,Gold Jewelry,8,4893334.0,75,39146672.0,8
2026-08-20,Earring,Gold Jewelry,3,2357778.0,80,7073334.0,8
2026-08-21,Brooch,Gold Jewelry,10,3392909.0,65,33929090.0,8
2026-08-22,Ring,Gold Jewelry,2,3108057.0,77,6216114.0,8
2026-08-23,Ring,Gold Jewelry,14,4953028.0,63,69342392.0,8
2026-08-24,Gold Bar,Gold Jewelry,6,3813083.0,53,22878498.0,8
2026-08-25,Pendant,Gold Jewelry,5,4474013.0,79,22370065.0,8
2026-08-26,Pendant,Gold Jewelry,7,3699949.0,72,25899643.0,8
2026-08-27,Necklace,Gold Jewelry,2,3964629.0,22,7929258.0,8
2026-08-28,Anklet,Gold Jewelry,4,2824154.0,13,11296616.0,8
2026-08-29,Brooch,Gold Jewelry,9,4004291.0,56,36038619.0,8
2026-08-30,Charm,Gold Jewelry,3,3314930.0,38,9944790.0,8
2026-08-31,Bangle,Gold Jewelry,14,3971240.0,16,55597360.0,8
2026-09-01,Pendant,Gold Jewelry,12,3383525.0,60,40602300.0,9
2026-09-02,Bangle,Gold Jewelry,3,4090318.0,13,12270954.0,9
2026-09-03,Gold Bar,Gold Jewelry,3,4004291.0,50,12012873.0,9
2026-09-04,Bangle,Gold Jewelry,9,3465617.0,4,31190553.0,9
2026-09-05,Charm,Gold Jewelry,7,4388963.0,31,30722741.0,9
2026-09-06,Bracelet,Gold Jewelry,5,4075055.0,16,20375275.0,9
2026-09-07,Charm,Gold Jewelry,2,2368842.0,29,4737684.0,9
2026-09-08,Bangle,Gold Jewelry,9,4892671.0,95,44034039.0,9
2026-09-09,Charm,Gold Jewelry,4,3589506.0,25,14358024.0,9
2026-09-10,Earring,Gold Jewelry,5,2597634.0,75,12988170.0,9
2026-09-11,Gold Bar,Gold Jewelry,4,4004291.0,46,16017164.0,9
2026-09-12,Brooch,Gold Jewelry,5,2439856.0,51,12199280.0,9
2026-09-13,Bracelet,Gold Jewelry,7,4295313.0,9,30067191.0,9
2026-09-14,Pendant,Gold Jewelry,6,4004291.0,54,24025746.0,9
2026-09-15,Ring,Gold Jewelry,4,3048090.0,59,12192360.0,9
2026-09-16,Brooch,Gold Jewelry,9,3226065.0,42,29034585.0,9
2026-09-17,Ring,Gold Jewelry,5,3099738.0,54,15498690.0,9
2026-09-18,Gold Bar,Gold Jewelry,13,3364925.0,33,43744025.0,9
2026-09-19,Bracelet,Gold Jewelry,3,4422512.0,6,13267536.0,9
2026-09-20,Necklace,Gold Jewelry,11,4783868.0,11,52622548.0,9
2026-09-21,Pendant,Gold Jewelry,8,3091567.0,46,24732536.0,9
2026-09-22,Earring,Gold Jewelry,12,4004291.0,63,48051492.0,9
2026-09-23,Necklace,Gold Jewelry,3,4673597.0,8,14020791.0,9
2026-09-24,Gold Bar,Gold Jewelry,0,4065236.0,33,0.0,9
2026-09-25,Brooch,Gold Jewelry,6,3886234.0,36,23317404.0,9
2026-09-26,Earring,Gold Jewelry,6,4843831.0,57,29062986.0,9
2026-09-27,Charm,Gold Jewelry,3,4468482.0,22,13405446.0,9
2026-09-28,Bangle,Gold Jewelry,12,2369207.0,83,28430484.0,9
2026-09-29,Earring,Gold Jewelry,13,2598833.0,44,33784829.0,9
2026-09-30,Gold Bar,Gold Jewelry,2,3407463.0,31,6814926.0,9
2026-10-01,Anklet,Gold Jewelry,14,4228824.0,99,59203536.0,10
2026-10-02,Bangle,Gold Jewelry,0,4196645.0,83,0.0,10
2026-10-03,Ring,Gold Jewelry,18,4603785.0,36,82868130.0,10
2026-10-04,Pendant,Gold Jewelry,12,4039874.0,34,48478488.0,10
2026-10-05,Ring,Gold Jewelry,6,3155874.0,30,18935244.0,10
2026-10-06,Earring,Gold Jewelry,6,3210993.0,38,19265958.0,10
2026-10-07,Ring,Gold Jewelry,14,4815362.0,16,67415068.0,10
2026-10-08,Gold Bar,Gold Jewelry,26,3101299.0,5,80633774.0,10
2026-10-09,Charm,Gold Jewelry,14,4402610.0,8,61636540.0,10
2026-10-10,Brooch,Gold Jewelry,2,4004291.0,34,8008582.0,10
2026-10-11,Pendant,Gold Jewelry,26,3203459.0,8,83289934.0,10
2026-10-12,Ring,Gold Jewelry,2,4506033.0,14,9012066.0,10
2026-10-13,Ring,Gold Jewelry,0,4147744.0,14,0.0,10
2026-10-14,Earring,Gold Jewelry,28,4004291.0,10,112120148.0,10
2026-10-15,Brooch,Gold Jewelry,22,4617136.0,12,101576992.0,10
2026-10-16,Necklace,Gold Jewelry,0,3064596.0,8,0.0,10
2026-10-17,Ring,Gold Jewelry,4,2580091.0,10,10320364.0,10
2026-10-18,Gold Bar,Gold Jewelry,0,3179550.0,5,0.0,10
2026-10-19,Anklet,Gold Jewelry,28,4689216.0,71,131298048.0,10
2026-10-20,Pendant,Gold Jewelry,26,4896087.0,82,127298262.0,10
2026-10-21,Ring,Gold Jewelry,4,2930160.0,6,11720640.0,10
2026-10-22,Gold Bar,Gold Jewelry,10,2593737.0,95,25937370.0,10
2026-10-23,Gold Bar,Gold Jewelry,14,2605049.0,81,36470686.0,10
2026-10-24,Pendant,Gold Jewelry,24,2976547.0,58,71437128.0,10
2026-10-25,Necklace,Gold Jewelry,22,4845719.0,86,106605818.0,10
2026-10-26,Gold Bar,Gold Jewelry,26,4240411.0,55,110250686.0,10
2026-10-27,Anklet,Gold Jewelry,18,3751920.0,53,67534560.0,10
2026-10-28,Gold Bar,Gold Jewelry,10,4511941.0,45,45119410.0,10
2026-10-29,Gold Bar,Gold Jewelry,8,4004291.0,37,32034328.0,10
2026-10-30,Gold Bar,Gold Jewelry,0,4088367.0,37,0.0,10
2026-10-31,Charm,Gold Jewelry,6,3783466.0,2,22700796.0,10
2026-11-01,Charm,Gold Jewelry,4,3695736.0,98,14782944.0,11
2026-11-02,Necklace,Gold Jewelry,24,4423062.0,62,106153488.0,11
2026-11-03,Ring,Gold Jewelry,6,4692132.0,100,28152792.0,11
2026-11-04,Gold Bar,Gold Jewelry,26,4170907.0,11,108443582.0,11
2026-11-05,Brooch,Gold Jewelry,12,2469998.0,100,29639976.0,11
2026-11-06,Ring,Gold Jewelry,0,3475585.0,100,0.0,11
2026-11-07,Necklace,Gold Jewelry,12,3061358.0,50,36736296.0,11
2026-11-08,Bracelet,Gold Jewelry,0,4858311.0,6,0.0,11
2026-11-09,Ring,Gold Jewelry,2,4004291.0,98,8008582.0,11
2026-11-10,Ring,Gold Jewelry,28,2383816.0,70,66746848.0,11
2026-11-11,Bangle,Gold Jewelry,6,2343638.0,77,14061828.0,11
2026-11-12,Earring,Gold Jewelry,0,4004291.0,10,0.0,11
2026-11-13,Bangle,Gold Jewelry,20,3137383.0,57,62747660.0,11
2026-11-14,Anklet,Gold Jewelry,22,4794159.0,31,105471498.0,11
2026-11-15,Charm,Gold Jewelry,20,4004291.0,78,80085820.0,11
2026-11-16,Charm,Gold Jewelry,28,2563552.0,50,71779456.0,11
2026-11-17,Earring,Gold Jewelry,20,2386264.0,90,47725280.0,11
2026-11-18,Pendant,Gold Jewelry,16,4563182.0,42,73010912.0,11
2026-11-19,Pendant,Gold Jewelry,22,3262138.0,20,71767036.0,11
2026-11-20,Necklace,Gold Jewelry,10,4241951.0,40,42419510.0,11
2026-11-21,Earring,Gold Jewelry,24,4013031.0,66,96312744.0,11
2026-11-22,Ring,Gold Jewelry,0,2661462.0,70,0.0,11
2026-11-23,Pendant,Gold Jewelry,0,3235355.0,20,0.0,11
2026-11-24,Gold Bar,Gold Jewelry,10,3760718.0,1,37607180.0,11
2026-11-25,Brooch,Gold Jewelry,6,4503780.0,94,27022680.0,11
2026-11-26,Ring,Gold Jewelry,6,4663280.0,64,27979680.0,11
2026-11-27,Anklet,Gold Jewelry,28,3155801.0,3,88362428.0,11
2026-11-28,Gold Bar,Gold Jewelry,20,3630116.0,81,72602320.0,11
2026-11-29,Gold Bar,Gold Jewelry,28,4450691.0,53,124619348.0,11
2026-11-30,Earring,Gold Jewelry,10,2501353.0,56,25013530.0,11
2026-12-01,Necklace,Gold Jewelry,28,2462435.0,12,68948180.0,12
2026-12-02,Anklet,Gold Jewelry,26,3933306.0,77,102265956.0,12
2026-12-03,Pendant,Gold Jewelry,22,3688806.0,98,81153732.0,12
2026-12-04,Earring,Gold Jewelry,0,4501205.0,56,0.0,12
2026-12-05,Pendant,Gold Jewelry,12,3581637.0,86,42979644.0,12
2026-12-06,Earring,Gold Jewelry,16,4139040.0,40,66224640.0,12
2026-12-07,Earring,Gold Jewelry,18,2438846.0,22,43899228.0,12
2026-12-08,Earring,Gold Jewelry,8,2682231.0,14,21457848.0,12
2026-12-09,Necklace,Gold Jewelry,16,2759341.0,96,44149456.0,12
2026-12-10,Earring,Gold Jewelry,6,2912685.0,8,17476110.0,12
2026-12-11,Bracelet,Gold Jewelry,24,3723891.0,82,89373384.0,12
2026-12-12,Brooch,Gold Jewelry,18,2471214.0,76,44481852.0,12
2026-12-13,Pendant,Gold Jewelry,2,4937653.0,84,9875306.0,12
2026-12-14,Ring,Gold Jewelry,4,3209329.0,60,12837316.0,12
2026-12-15,Bangle,Gold Jewelry,24,4086585.0,33,98078040.0,12
2026-12-16,Anklet,Gold Jewelry,20,4383110.0,57,87662200.0,12
2026-12-17,Charm,Gold Jewelry,0,3804575.0,50,0.0,12
2026-12-18,Necklace,Gold Jewelry,26,2758826.0,70,71729476.0,12
2026-12-19,Ring,Gold Jewelry,26,2795042.0,34,72671092.0,12
2026-12-20,Gold Bar,Gold Jewelry,10,3684644.0,43,36846440.0,12
